Tous	HP:0000001
Cubitus courbé	HP:0003031
Cubitus courbé	HP:0003031
Courbure de l'os interne de l'avant-bras	HP:0003031
Sclérose diaphysaire	HP:0003034
Ostéosclérose craniodiaphysaire	HP:0003034
Ostéosclérose diaphysaire	HP:0003034
Augmentation de la densité osseuse dans la tige des os longs	HP:0003034
Articulations élargies	HP:0003037
Articulations élargies	HP:0003037
Articulations saillantes	HP:0003037
Hypoplasie fibulaire	HP:0003038
Fibule hypoplasique	HP:0003038
Os de mollet court	HP:0003038
Fibule courte	HP:0003038
Fibules courtes	HP:0003038
Arthropathie	HP:0003040
Maladie des articulations	HP:0003040
Synostose huméroradiale	HP:0003041
Fusion des os du haut et de l'avant-bras	HP:0003041
Synostose radiale humérale	HP:0003041
Synostose huméro-radiale	HP:0003041
Synostose radiohumérale du coude	HP:0003041
Synostose du radius et de l'humérus	HP:0003041
Luxation du coude	HP:0003042
Luxations des coudes	HP:0003042
Luxation du coude	HP:0003042
Luxations du coude	HP:0003042
Luxation radiocapitellaire	HP:0003042
Luxation radiohumérale	HP:0003042
Luxation ulnohumérale	HP:0003042
Morphologie anormale de l'épaule	HP:0003043
Anomalie de l'épaule	HP:0003043
Contracture de flexion de l'épaule	HP:0003044
Morphologie anormale de la rotule	HP:0003045
Rotule anormale	HP:0003045
Anomalie de la rotule	HP:0003045
Anomalie rotulienne	HP:0003045
Subluxation de la tête radiale	HP:0003048
Subluxation radiale	HP:0003048
Subluxation de la tête radiale	HP:0003048
Déviation ulnaire du poignet	HP:0003049
Déviation ulnaire des poignets	HP:0003049
Métaphyses élargies	HP:0003051
Large partie élargie d'un os long	HP:0003051
Déformations épiphysaires des os tubulaires	HP:0003053
Tétraamélie	HP:0003057
Tétra-Amélie	HP:0003057
Anomalie des articulations radio-ulnaires	HP:0003059
Anomalie de l'humérus	HP:0003063
Anomalie de l'humérus	HP:0003063
Hypoplasie rotulienne	HP:0003065
Rotules hypoplasiques	HP:0003065
Petite rotule	HP:0003065
Petite rotule	HP:0003065
Petites rotules	HP:0003065
Rotule sous-développée	HP:0003065
Extension limitée du genou	HP:0003066
Extension limitée du genou	HP:0003066
Déformation madelung	HP:0003067
Malformation du poignet madelung	HP:0003067
Déformations de l'avant-bras de type madelung	HP:0003068
Ankylose du coude	HP:0003070
Épiphyse aplatie	HP:0003071
Partie d'extrémité plate de l'os	HP:0003071
Épiphyses plates	HP:0003071
Hypercalcémie	HP:0003072
Taux élevés de calcium dans le sang	HP:0003072
Hypercalcémie	HP:0003072
Augmentation du calcium dans le sang	HP:0003072
Hypoalbuminémie	HP:0003073
Hypoalbuminémie	HP:0003073
Faible albumine	HP:0003073
Faible taux d'albumine dans le sang	HP:0003073
Hyperglycémie	HP:0003074
Glycémie élevée	HP:0003074
Glycémie élevée	HP:0003074
Hypoprotéinémie	HP:0003075
Diminution des taux de protéines dans le sang	HP:0003075
Glycosurie	HP:0003076
Glucose dans les urines	HP:0003076
Glucosurie	HP:0003076
Hyperlipidémie	HP:0003077
Lipides élevés dans le sang	HP:0003077
Réparation défectueuse de l'ADN après des dommages causés par les rayons ultraviolets	HP:0003079
Hydroxyprolinurie	HP:0003080
Hydroxyproline urinaire élevée	HP:0003080
Augmentation du potassium urinaire	HP:0003081
Hyperkaliurèse	HP:0003081
Augmentation du K urinaire	HP:0003081
Augmentation du potassium urinaire	HP:0003081
Tête radiale luxée	HP:0003083
Luxation congénitale de la tête radiale	HP:0003083
Têtes radiales luxées	HP:0003083
Rayon luxé	HP:0003083
Luxation de la tête radiale	HP:0003083
Luxation de la tête radiale	HP:0003083
Luxation radiale	HP:0003083
Luxation de la tête radiale	HP:0003083
Luxation/subluxation de la tête radiale	HP:0003083
Fractures des os longs	HP:0003084
Augmentation du taux de fractures des os longs	HP:0003084
Fibule longue	HP:0003085
Fibule disproportionnellement longue	HP:0003085
Os long du mollet	HP:0003085
Fibule longue	HP:0003085
Acromomélie	HP:0003086
Arthrose prématurée	HP:0003088
Arthrite prématurée	HP:0003088
Arthrose prématurée	HP:0003088
Contractures des ischio-jambiers	HP:0003089
Contractures des ischio-jambiers	HP:0003089
Hypoplasie de l'épiphyse fémorale capitale	HP:0003090
Petites épiphyses fémorales capitales	HP:0003090
Petites épiphyses du capital fémoral	HP:0003090
Petite partie d'extrémité la plus interne du fémur	HP:0003090
Petites épiphyses fémorales proximales	HP:0003090
Sous-développement de la partie la plus interne du fémur	HP:0003090
Modifications des membres trophiques	HP:0003091
Extension limitée de la hanche	HP:0003093
Extension limitée de la hanche	HP:0003093
Extension de hanche restreinte	HP:0003093
Arthrite septique	HP:0003095
Articulation infectée	HP:0003095
Fémur court	HP:0003097
Hypoplasie fémorale	HP:0003097
Hypoplasie des fémurs	HP:0003097
Fémurs courts	HP:0003097
fémur court	HP:0003097
Croissance fibulaire	HP:0003099
Croissance excessive des os du mollet	HP:0003099
Os long et mince	HP:0003100
Os longs graciles	HP:0003100
Os longs et minces	HP:0003100
Os long et mince	HP:0003100
Os longs et minces	HP:0003100
Os tubulaires longs, minces et graciles	HP:0003100
Os longs fins et graciles	HP:0003100
Os longs et fins	HP:0003100
Os longs, fins et graciles	HP:0003100
Angle de transport accru	HP:0003102
Morphologie anormale de l'os cortical	HP:0003103
Morphologie osseuse compacte anormale	HP:0003103
Anomalie de l'os cortical	HP:0003103
Protubérances aux extrémités des os longs	HP:0003105
Protubérances aux extrémités des os longs	HP:0003105
Résorption osseuse sous-périostée	HP:0003106
Érosions sous-périostées	HP:0003106
Concentration anormale de cholestérol circulant	HP:0003107
Homéostasie anormale du cholestérol	HP:0003107
Anomalie du métabolisme du cholestérol	HP:0003107
Hyperglycinurie	HP:0003108
Glycinurie	HP:0003108
Niveaux élevés de glycine urinaire	HP:0003108
Hyperphosphaturie	HP:0003109
Niveaux élevés de phosphate urinaire	HP:0003109
Phosphaturie	HP:0003109
Anomalie de l'homéostasie urinaire	HP:0003110
Problèmes de pipi	HP:0003110
Problèmes d'urine	HP:0003110
Concentration anormale d'ions dans le sang	HP:0003111
Anomalie de l'homéostasie ionique	HP:0003111
Troubles électrolytiques	HP:0003111
Perturbation électrolytique	HP:0003111
Concentration anormale d’acides aminés circulants	HP:0003112
Anomalie du taux sérique d’acides aminés	HP:0003112
Anomalie des taux sériques d'acides aminés	HP:0003112
Hypochlorémie	HP:0003113
Faibles niveaux de chlorure dans le sang	HP:0003113
obsolète Résultats cardiologiques anormaux	HP:0003114
ECG anormal	HP:0003115
ECG anormal	HP:0003115
ECG anormal	HP:0003115
Électrocardiogramme anormal	HP:0003115
Anomalie ECG	HP:0003115
Échocardiogramme anormal	HP:0003116
Échocardiogramme anormal	HP:0003116
Échocardiographie anormale	HP:0003116
Concentration anormale d'hormones circulantes	HP:0003117
Niveau anormal d’hormones circulantes	HP:0003117
Anomalie du taux d'hormones circulantes	HP:0003117
Augmentation du niveau de cortisol circulant	HP:0003118
Syndrome de Cushing	HP:0003118
Hypercortisolisme	HP:0003118
Augmentation du niveau de cortisol circulant	HP:0003118
Augmentation de la production de cortisol	HP:0003118
Concentration anormale de lipides circulants	HP:0003119
Dyslipidémie	HP:0003119
Dyslipidémie	HP:0003119
Contracture des articulations des membres	HP:0003121
Contractures des membres	HP:0003121
Hypercholestérolémie	HP:0003124
Taux de cholestérol sérique élevé	HP:0003124
Taux de cholestérol total élevé	HP:0003124
Taux de cholestérol élevé	HP:0003124
Augmentation du cholestérol total	HP:0003124
Activité réduite du facteur VIII	HP:0003125
Déficit en facteur VIII	HP:0003125
Protéinurie de bas poids moléculaire	HP:0003126
Protéinurie tubulaire	HP:0003126
Hypocalciurie	HP:0003127
Faibles niveaux de calcium urinaire	HP:0003127
Acidose lactique	HP:0003128
Hyperlactiqueacidémie	HP:0003128
Augmentation du lactate dans le corps	HP:0003128
Acidémie lactique	HP:0003128
Lactiqueacidémie	HP:0003128
Acidocidose lactique	HP:0003128
Myélinisation périphérique anormale	HP:0003130
Cystinurie	HP:0003131
Niveaux élevés de cystine dans l’urine	HP:0003131
Anomalie des voies spinocérébelleuses	HP:0003133
Anomalie de la conduction nerveuse périphérique	HP:0003134
Transmission nerveuse périphérique anormale	HP:0003134
Anomalies de la conduction nerveuse sensorielle et motrice	HP:0003134
Prolinurie	HP:0003137
Augmentation de l'azote uréique du sang	HP:0003138
Augmentation de l'azote uréique du sang	HP:0003138
Augmentation du chignon	HP:0003138
Panhypogammaglobulinémie	HP:0003139
Panhypogammaglobulinémie	HP:0003139
Panypogammaglobulinémie	HP:0003139
Inversion de l'onde T dans les dérivations précordiales droites	HP:0003140
Augmentation de la concentration de cholestérol LDL	HP:0003141
Hyperbétalipoprotéinémie	HP:0003141
Augmentation des bêta-lipoprotéines	HP:0003141
Augmentation du taux de LDL circulant	HP:0003141
Augmentation du cholestérol des lipoprotéines de basse densité circulant	HP:0003141
Augmentation des taux de lipoprotéines de basse densité circulantes	HP:0003141
Augmentation du cholestérol LDL	HP:0003141
Augmentation de la concentration de LDLc	HP:0003141
Augmentation des taux plasmatiques de LDL	HP:0003141
Production excessive de purines	HP:0003142
Augmentation de la sérotonine sérique	HP:0003144
Augmentation de la sérotonine sérique	HP:0003144
Diminution de l'adénosylcobalamine	HP:0003145
Diminution de l'ADOCBL	HP:0003145
Hypocholestérolémie	HP:0003146
Diminution du taux de cholestérol circulant	HP:0003146
Phosphatase acide sérique élevée	HP:0003148
Phosphatase acide élevée	HP:0003148
Phosphatase acide sérique élevée	HP:0003148
Hyperuricosurie	HP:0003149
Niveau élevé d'acide urique dans l'urine	HP:0003149
Acidurie glutarique	HP:0003150
Acidurie du glutarate	HP:0003150
Glutaricacidurie	HP:0003150
Augmentation du taux de glutarate dans l'urine	HP:0003150
obsolète Augmentation du sérum 1,25-dihydroxyvitamine D3	HP:0003152
Cystathioninurie	HP:0003153
Taux élevés de cystathionine dans l'urine	HP:0003153
Augmentation du taux d’ACTH circulant	HP:0003154
Taux sanguins élevés de corticotropine	HP:0003154
Augmentation du taux d’ACTH circulant	HP:0003154
Augmentation de l'ACTH plasmatique	HP:0003154
Concentration élevée de phosphatase alcaline circulante	HP:0003155
Phosphatase alcaline élevée	HP:0003155
PAL élevée	HP:0003155
Phosphatase alcaline très élevée	HP:0003155
Phosphatase alcaline sérique élevée	HP:0003155
Hyperphosphatasémie	HP:0003155
Hyperphosphatasie	HP:0003155
Augmentation de la phosphatase alcaline	HP:0003155
Augmentation de la phosphatase alcaline sérique	HP:0003155
Hyposthénurie	HP:0003158
Osmolalité urinaire réduite	HP:0003158
Hyperoxalurie	HP:0003159
Niveaux élevés d'oxalate dans l'urine	HP:0003159
Augmentation du niveau d'oxalate dans l'urine	HP:0003159
Focalisation isoélectrique anormale de la transferrine sérique	HP:0003160
Focalisation isoélectrique anormale de la transferrine sérique	HP:0003160
Focalisation isoélectrique anormale de la transferrine	HP:0003160
Acidurie 4-hydroxyphénylpyruvique	HP:0003161
Acidurie hydroxyphénylpyruvique	HP:0003161
Hypoglycémie à jeun	HP:0003162
Faible taux de sucre dans le sang pendant le jeûne	HP:0003162
Acide delta-aminolévulinique urinaire élevé	HP:0003163
Acide delta-aminolévulinique urinaire élevé	HP:0003163
Déficit hypothalamique en hormone de libération des gonadotrophines	HP:0003164
Déficit hypothalamique en GNRH	HP:0003164
Niveau élevé d’hormone parathyroïdienne circulante	HP:0003165
Niveau élevé de PTH circulante	HP:0003165
Hormone parathyroïdienne sérique élevée	HP:0003165
Taux sérique élevé d’hormone parathyroïdienne	HP:0003165
Pth sérique élevée	HP:0003165
Augmentation de l'hormone parathyroïdienne sérique	HP:0003165
Augmentation de la taurine urinaire	HP:0003166
Augmentation de la taurine urinaire	HP:0003166
Carnosinurie	HP:0003167
Niveaux élevés de carnosine dans l’urine	HP:0003167
Dibasicaminoacidurie	HP:0003168
Morphologie anormale du cotyle	HP:0003170
Anomalie du cotyle	HP:0003170
Anomalie de la cavité osseuse de la hanche	HP:0003170
Anomalie acétabulaire	HP:0003170
Anomalie de l'os pubien	HP:0003172
Anomalie de l'os pubien	HP:0003172
Anomalie des os pubiens	HP:0003172
Anomalie du pubis	HP:0003172
Os pubien hypoplasique	HP:0003173
Os pubiens hypoplasiques	HP:0003173
Pubis hypoplasique	HP:0003173
Anomalie de l'ischion	HP:0003174
Anomalie des os ischiatiques	HP:0003174
Anomalie de l'ischion	HP:0003174
Ischia hypoplasique	HP:0003175
Os ischiatiques hypoplasiques	HP:0003175
Ischii hypoplasique	HP:0003175
Ischion hypoplasique	HP:0003175
Os iliaques carrés	HP:0003177
Os iliaques carrés	HP:0003177
Carré des os iliaques	HP:0003177
Saillie du cotyle	HP:0003179
Orifices de hanche anormalement échancrés	HP:0003179
Saillie du plat	HP:0003179
Toit acétabulaire plat	HP:0003180
Toits acétabulaires plats	HP:0003180
Toit acétabulaire aplati	HP:0003180
Cotyles horizontaux	HP:0003180
Toit acétabulaire horizontal	HP:0003180
Toits acétabulaires horizontaux	HP:0003180
Fossé peu profond	HP:0003182
Cotyle peu profond	HP:0003182
Cotyles peu profonds	HP:0003182
Fosse acétabulaire peu profonde	HP:0003182
Cotyle peu profond	HP:0003182
Symphyse pubienne large	HP:0003183
Large symphyse du pubis	HP:0003183
Diminution de l'abduction de la hanche	HP:0003184
Abduction limitée de la hanche	HP:0003184
Grande échancrure sciatique courte	HP:0003185
Encoche sacro-iliaque courte	HP:0003185
Encoches sacro-iliaques raccourcies	HP:0003185
Petite encoche sacro-iliaque	HP:0003185
Mamelons inversés	HP:0003186
Mamelons invaginés	HP:0003186
Mamelons inversés	HP:0003186
Hypoplasie mammaire	HP:0003187
Seins sous-développés	HP:0003187
Long nez	HP:0003189
Nez allongé	HP:0003189
Augmentation de la hauteur du nez	HP:0003189
Augmentation de la longueur du nez	HP:0003189
Augmentation de la hauteur nasale	HP:0003189
Augmentation de la longueur du nez	HP:0003189
Long nez	HP:0003189
Allongement nasal	HP:0003189
Fente ala nasi	HP:0003191
Ala nasi, fente	HP:0003191
Fentes alaires	HP:0003191
Fente nasale sur les ailes	HP:0003191
Fente narine	HP:0003191
Colobome des narines	HP:0003191
Ailes nasales échancrées	HP:0003191
Rhinite allergique	HP:0003193
Rhume des foins	HP:0003193
Rhume des foins	HP:0003193
Allergies nasales	HP:0003193
Pont nasal court	HP:0003194
Diminution de la longueur de l'arête du nez	HP:0003194
Diminution de la longueur du pont nasal	HP:0003194
Arête de nez courte	HP:0003194
Pont nasal court	HP:0003194
Nez court	HP:0003196
Diminution de la longueur du nez	HP:0003196
Nez hypoplasique	HP:0003196
Hypoplasie nasale	HP:0003196
Nez court	HP:0003196
Nez raccourci	HP:0003196
Petit nez	HP:0003196
Myopathie	HP:0003198
Maladie du tissu musculaire	HP:0003198
Modifications myopathiques	HP:0003198
Diminution de la masse musculaire	HP:0003199
Diminution de la masse musculaire	HP:0003199
Fibres musculaires rougeâtres	HP:0003200
Prolifération mitochondriale dans le tissu musculaire	HP:0003200
Fibres musculaires rouges déchiquetées	HP:0003200
Fibres musculaires rouges déchiquetées	HP:0003200
Fibres rouges déchiquetées	HP:0003200
Fibres rouges déchiquetées	HP:0003200
Fibres musculaires rougeâtres	HP:0003200
Rhabdomyolyse	HP:0003201
Dégradation du muscle squelettique	HP:0003201
Atrophie des muscles squelettiques	HP:0003202
Amyotrophie	HP:0003202
Amyotrophie impliquant les extrémités	HP:0003202
Atrophie musculaire	HP:0003202
Atrophie musculaire, neurogène	HP:0003202
Dégénérescence musculaire	HP:0003202
Hypotrophie musculaire	HP:0003202
